ResponseId,showingauthor,genrepick,mx_slotnum,mx_title,textsrc_Mx,textsrc_Mx_byhuman,prevwatchedbin_Mx,rank5_Mx,rankNunseen_Mx,time_page_submit_mx,acc_lik_Mx,acc_text_Mx,inf_lik_Mx,inf_text_Mx,per_lik_Mx,per_text_Mx,int_lik_Mx,int_text_Mx,Mx_moreauthor
R_2dR5GtSm2X95LH1,False,Jurassic Park,S4,"20,000 Leagues Under the Sea",A5,True,False,4,0.75,203.363,,,2," ""Very impressive. This is not my absolute favourite of the live action Disney movies but I am still very fond of it. ",2,"The special effects even after all these years are still highly impressive, and the locations are beautiful. The score is rousing too, and the story is superbly told complete with some clever dialogue. ",2,"The direction is adept, and the acting is excellent. James Mason plays the cantankerous captain with a certain grit and presence that makes...""",False
R_2dR5GtSm2X95LH1,False,Jurassic Park,S5,The 7th Voyage of Sinbad,A5,True,False,5,1.0,465.587,,,2,"Classic fantasy adventure from the 50s. After his wife-to-be, Princess Parisa (Kathryn Grant), is shrunk by an evil magician, Sinbad (Kerwin Mathews) undertakes a perilous journey to a mysterious monster inhabited island.",3, in an attempt to restore her to full size (and who can blame him-she's a total babe and wears the kind of outfit most red-blooded men wish they could get their woman into.,2,"Almost fifty years on, The 7th Voyage of Sinbad may seem dated (particularly for those only familiar with CGI monsters) but, in my opinion, it still has the power to captivate and amaze. With Ray...""
",True
R_5zESAFWSW80UkLf,False,The Sixth Sense,S1,Sleuth,A0,False,False,3,0.3333333333333333,204.248,,,5,it's the kind of movie that will keep you on the edge of your seat from start to finish.,4,it has razor-sharp dialogue and unbelievable twists,4,i was looking for a mind-bending thriller,True
R_5zESAFWSW80UkLf,False,The Sixth Sense,S2,Three Identical Strangers,A5,True,False,5,1.0,130.879,,,4,it is a documentary so it has to be true/ personal,4,it was identical triplets,4,its a documentary that follows the lives of these strangers,False
R_5zESAFWSW80UkLf,False,The Sixth Sense,S3,Dream House,A0,False,False,4,0.6666666666666666,152.266,,,4,that will keep you on your toes until the very end,3,I am unsure,5,that it involves murder and has twist and shocks in it,False
R_5zESAFWSW80UkLf,False,The Sixth Sense,S4,Dragonfly,A0,False,False,2,0.0,207.948,,,4,that he gets messages from a patient about his dead wife,4,he's forced to open his mind to the possibilities of the afterlife,3,i wish there was more to the description but believing in the afterlife,False
R_5zESAFWSW80UkLf,False,The Sixth Sense,S5,Passengers,A0,False,True,1,,247.416,5.0,that the movie may be slow and not necessarily a horror-thriller but engaging,4,that it is a drama-thriller that focuses on character development and suspense,3,nothing here,3,i liked the entire paragraph it helped me understand what i was reading,True
R_1hyU5zunRsRxOqI,False,Titanic,S1,Anna and the King,A0,False,False,2,0.0,515.557,,,2,"The text doesn't make specific factual claims that can be evaluated for accuracy.  Therefore, it's not a matter of factual accuracy.",3,"It provides a general overview and description of the movie, focusing on the director's work, the visuals, and the themes explored.",4,"The text discusses the director's efforts to depict the physically gorgeous Siam, the story surrounding Anna and her connection with the monarch, and the themes of intercultural understanding and the transformational power of travel.",False
R_1hyU5zunRsRxOqI,False,Titanic,S2,Legend No. 17,A4,True,False,5,1.0,373.649,,,5,"The text mentions that the movie is a Russian film about ice hockey, and it touches on themes such as great people thinking, dreams becoming reality, the actors' performances, and the movie's portrayal of the Soviet system, sports, hurt, and politics",5,"The text is persuasive because it expresses the reviewer's positive impressions of the movie and emphasizes that it exceeded their expectations, even though they are not a big fan of Russian movies or ice hockey. The mention of the actors' performances and the film's portrayal of various themes adds to the persuasiveness. However, the persuasiveness may vary depending on the individual reader's taste and preferences.",5,"The text is interesting to read because it conveys the reviewer's enthusiasm for the film, mentions the positive impact it had on them, and touches on themes related to the Soviet system, sports, hurt, and politics. It offers a glimpse into the movie's potential appeal to viewers.",False
R_1hyU5zunRsRxOqI,False,Titanic,S3,Always,A0,False,True,3,,736.491,4.0,the text is factually accurate in many aspects.,5, the text is informative for me in some particular ways.,5,"By emphasizing the good aspects of the film, the skilled performers, and the director's aptitude for producing an authentic piece of art, the paragraph attempts to persuade the viewer. However, the persuasiveness may differ based on the likes and tastes of each reader.",5,"The text is interesting to read because it conveys the reviewer's emotions, describes the film's ambiance, and touches on the theme of nostalgia. It also mentions the involvement of Audrey Hepburn, a beloved and iconic actress.",False
R_1hyU5zunRsRxOqI,False,Titanic,S4,Far and Away,A0,False,True,4,,661.492,4.0,"The text doesn't make specific factual claims that can be evaluated for accuracy. It provides a subjective review of the movie, expressing opinions about its qualities rather than presenting verifiable facts.",4,"The text provides information about the movie's plot, the performances of Tom Cruise and Nicole Kidman, and the cinematography reflecting the beauty of Ireland and America's frontier. It also mentions the presence of romance, adventure, and a classic cinematic feel. However, the information is subjective and focused on the reviewer's interpretation rather than specific details.",5,"The text tries to persuade the reader by emphasizing the positive qualities of the movie, such as being enjoyable, charming, and entertaining. It also highlights the chemistry between the lead actors and suggests it would appeal to fans of specific genres. However, the persuasiveness may vary depending on the individual reader's taste and preferences.",5,"The text is interesting to read because it presents the reviewer's subjective opinions about the movie's enjoyable and entertaining nature, the chemistry between the lead actors, and the presence of romance, adventure, and a classic cinematic feel. It offers a glimpse into the film's potential appeal to viewers.",False
R_1hyU5zunRsRxOqI,False,Titanic,S5,Love Story,A3,True,True,1,,447.272,4.0,", it accurately reflects the reviewer's opinion that the movie is widely regarded as the ultimate romantic movie, and expresses surprise at the low rating it receives on a certain platform.",2,"The text informs the reader about the reviewer's belief that the movie is widely regarded as the best and ultimate romantic movie ever made. It also mentions the presence of ingredients typically found in romantic movies, such as two different people from different social levels falling in love and facing opposition from their environment. However, the information provided is subjective and lacks specific details or analysis.",5,The text is persuasive because it expresses the reviewer's belief that the movie is widely regarded as the best and ultimate romantic movie ever made. ,3,"The text is interesting to read because it conveys the reviewer's strong belief in the movie's reputation, expresses surprise at the low rating, and discusses the presence of ingredients typically found in romantic movies. ",False
R_3lDBxsP36DRlvrj,False,Jurassic Park,S1,The Poseidon Adventure,A0,False,False,5,1.0,84.649,,,4,"The text was informative in that it was able to provide a summary of the plot of the film and the characters within it. It was able to provide insight into the idea of the film being a disaster movie and character development being a major focus. It was also informative in providing some of the challenges and dangers that the characters face during their journey. However, it was uninformative as it did not delve into greater detail about the plot or characters, nor did it provide any critical analysis of the film.",4,"The text was persuasive in its ability to make the reader interested in wanting to watch the film. It was able to provide a summary of the plot as well as go deeper into the character development, which created an emotional connection for the reader and made them more inclined to watch the film. It was also able to detail the various dangers and the struggle that the characters had to face to survive, which made the film sound exciting. However, it was unconvincing in that it did not delve into any further detail that might strengthen its argument for watching the film. It did not add any critical analysis or provide any additional evidence that may have been used to further convince the reader.",3,"The text was interesting to read in its ability to provide an overview of the plot and characters in the film. It was able to detail the various challenges and dangers that the characters had to face which made the film sound thrilling and exciting. It was also interesting in the fact that it gave insight into the idea that character development was a major focus in the film. However, it was uninteresting in that it did not delve into further detail about the characters or provide any critical analysis of the film.",False
R_3lDBxsP36DRlvrj,False,Jurassic Park,S2,The Towering Inferno,A3,True,True,2,,122.333,5.0,"The text was factually accurate. It correctly describes the plot of The Towering Inferno as a disaster story set in the sky scrapers of San Francisco, where the emergency services battle to save the civilians trapped inside. It also accurately states that the movie achieved a great deal without the use of computer generated imagery, and that some of the set pieces were truly incredible. Moreover, it correctly suggests that some of the stunts required for certain shots must have seemed quite daring for their time.",5,"
The text was informative as it explains what The Towering Inferno is about and why it is held in such high regard despite not using computer generated imagery. It also mentions some of the impressive set-pieces and stunts that are featured in the movie.",4,"The text was persuasive in its description of the movie, highlighting its achievements while remaining entertaining and effective. It was convincing in its comparison to modern-day movies, making a good case for why the movie should still be considered one of the best of its genre. It was also convincing in its description of some of the incredible stunts and set pieces in the movie.",4,"The text was persuasive in its description of the movie, highlighting its achievements while remaining entertaining and effective. It was convincing in its comparison to modern-day movies, making a good case for why the movie should still be considered one of the best of its genre. It was also convincing in its description of some of the incredible stunts and set pieces in the movie.",False
R_3lDBxsP36DRlvrj,False,Jurassic Park,S3,Jason and the Argonauts,A0,False,False,1,0.0,85.639,,,3,"
The text was informative in that it provided an overview of the movie Jason and the Argonauts, including the plot and the praise it earned for its special effects and Ray Harryhausen's stop motion animation. It also provided a general impression of the movie as an epic adventure that should not be missed.",4,"The text was persuasive because it paints a vivid picture of the movie's epic adventure and acclaimed special effects. It also brings attention to the iconic skeleton fight scene and praises the stop-motion animation of Ray Harryhausen. The text does not provide any evidence to back up its statements, but its convincing rhetoric is likely to be persuasive.",4,"The most interesting thing about the text was reading about the innovative special effects and Ray Harryhausen's stop-motion animation, which were groundbreaking for its time. It was also interesting to hear about the skeleton fight being one of the most memorable scenes in movie history. On the other hand, it was not very interesting to read the reviews from people who have seen the movie, as these can be subjective.",True
R_3lDBxsP36DRlvrj,False,Jurassic Park,S4,"20,000 Leagues Under the Sea",A2,True,False,4,0.75,197.762,,,4,"Yes, this recommendation text was informative. The text provided detailed information about the movie, such as the introduction of humor, the introduction of a sadistic side, and a reflection about man that was included in the novel.",5,"Yes, this recommendation text was persuasive. The text highlighted the excellent adventure movie told by the director Fleischer with humor, as well as the interesting introduction of the despotic character of captain Nemo. It also highlighted the reflection about man that was included in the novel.",4,"Yes, this recommendation text was interesting to read. The text contained vivid descriptions of the characters and plot of the movie, as well as the reflection about man that was included in the novel. This made for an engaging read, as the text provided an in-depth look at the movie itself and its themes.",False
R_3lDBxsP36DRlvrj,False,Jurassic Park,S5,The 7th Voyage of Sinbad,A0,False,False,3,0.5,94.732,,,5,"It provides information about the movie's genre, special effects, its deviation from the original tale, its status as a fan favorite, and its suitability for family movie night.",5,The text was very persuasive due to its description of the incredible special effects and Ray Harryhausen's groundbreaking stop-motion animation. It also highlighted the fact that the movie was based on a classic story and that it is a great choice for family movie night. These elements make the movie sound exciting and worth watching.,5,"This recommendation text was interesting to read. It contained lots of detailed descriptions which made it exciting to read. The mention of special effects, stop-motion animation, mythical creatures, and family movie night made it an enjoyable experience.",True
R_3Pw7rJpPaaFJ8fK,False,Toy Story,S1,Miniscule: Valley of the Lost Ants,A0,False,False,4,0.75,71.557,,,4,Looking for a unique and visually stunning film that the whole family can enjoy.,5,"The plot is simple, featuring a battle between two ant colonies over a box of sugar.",4, don't let that deter you from experiencing the beautiful and surreal world that unfolds. ,True
R_3Pw7rJpPaaFJ8fK,False,Toy Story,S2,Winnie the Pooh,A3,True,False,5,1.0,61.323,,,3," ""maintaining the traditional",4,This movie maintains the sense of play from the Pooh franchise. It is the stuff of childhood. It's fully connected.,5,Pooh finds Christopher missing and a note at his doorstep. ,True
R_3Pw7rJpPaaFJ8fK,False,Toy Story,S3,The Brave Little Toaster,A0,False,False,2,0.25,60.131,,,4, look no further than The Brave Little Toaster.,3,with great voice acting and a timeless story.,4,"a little bizarre, but trust us, it works. ",True
R_3Pw7rJpPaaFJ8fK,False,Toy Story,S4,The Peanuts Movie,A5,True,False,1,0.0,65.322,,,4,The plot centers around Charlie Brown trying to overcome his insecurities,3,Watching this made me remember the Charlie Brown specials I use to watch when I was a kid.,4,I felt like a kid again.,True
R_3Pw7rJpPaaFJ8fK,False,Toy Story,S5,The Rescuers,A3,True,True,3,,186.139,4.0,"the mice fly atop Orville the Albatross to rescue her, and defeat the villains.
",4,There is a little girl named Penny being held captive by an evil woman named Madame,3,"One of Walt Disney's finest animated films, this concerns two mice named Bernard & Bianca, who belong to the Rescue Aid",4,"Mr. Snoops, who need her to lead them to a priceless jewel in the Devil's Bayou swamp, where she is being held on a riverboat. ",True
R_A4JTWMFQMTWxRsJ,False,The Dark Knight,S1,Batman: Mask of the Phantasm,A0,False,True,1,,179.607,5.0,The writer gives an idea of what will be seen in the movie without spoiling the plotline.,4,"The review tells me who the hero and villain are, as well as a brief glimpse of the other characters involved.",5,The review makes clear that the writer sees this as something more than a kid's cartoon.,4,The writer brings a little of the mythos of the character to light. ,True
R_A4JTWMFQMTWxRsJ,False,The Dark Knight,S2,Streets of Fire,A2,True,True,3,,180.496,4.0,The movie was very visually stimulating.,3,"There is very little about the subject of the movie, only a descirption of the physical aspects of it.",4,"The writer is obviously enthused about the movie, and makes me want to watch again.",5,The writer is obviously a fan of Walter Hill. Me too.,True
R_A4JTWMFQMTWxRsJ,False,The Dark Knight,S3,Takers,A2,True,True,4,,103.061,3.0,It was accurate as far as the writer's opinion of other critics.,1,No actual information about the movie is included.,1,I need to know more about the actual movie to make a decision.,4,It's always interesting to witness someone blowing off steam.,False
R_A4JTWMFQMTWxRsJ,False,The Dark Knight,S4,The Net,A0,False,True,2,,197.844,4.0,"The movie didn't really have an understanding of hacking, so the review is right that the tech is outdated. ",4,It gave a good overview of the movie without spoiling the plot. It's description of Bullock's performance was accurate.,4,It gave the impression that the movie would be fun to watch and was exciting.,4,It was interesting to see the thoughts on the movie 25 or more years on. ,True
R_A4JTWMFQMTWxRsJ,False,The Dark Knight,S5,Miss Bala,A0,False,False,5,,151.034,,,5,"There is a brief overview of the plot, and a description of the lead actresses performance.",4,"The review told what point of view the movie takes, and lets the reader decide if it is a fit for them.",4,It was interesting to find out that this was somewhat of an action movie. Not apparent from the title.,True
R_2EH1tvkbQOBLfbc,False,Titanic,S1,Anna and the King,A0,False,False,1,0.0,35.144,,,3,"they agree this is a fascinating and compelling film that will keep you...""",4,weaving together visuals that transport the viewers to the stunning world of Siam. It tells the story of Anna,3,"Anna and the King is a sumptuous delight for the senses, according to reviewers.",True
R_2EH1tvkbQOBLfbc,False,Titanic,S2,Legend No. 17,A5,True,False,4,0.75,277.088,,,4,its well-elaborated screenplay and shots of hockey. It was just like being there,3,Nearly as good as Kharlamov himself. This movie made me to write my first review EVER,4,the movie showed me another perspective and consumed,True
R_2EH1tvkbQOBLfbc,False,Titanic,S3,Always,A5,True,False,2,0.25,36.241,,,5,ried so hard during the movie. Little was I to know that 13 years later I would lose my husband while he was flying,3,Excellent movie for aviation buffs. My husband asked me to marry him after we saw this movie,4, My husband asked me to marry him after we saw this movie. He was a helicopter pilot and we had met at an air show. ,True
